title,price,rating,url
"Oppo Reno 14 5G 256 GB, 8 GB RAM, Forest Green, Mobile Phone",37999.0,Not Available,https://www.reliancedigital.in/product/oppo-reno-14-5g-256-gb-8-gb-ram-forest-green-mobile-phone-mclv1p-9275654?internal_source=search_results
